Sample Name	Protocol REF	Protocol REF	Parameter Value[Library Selection]	Parameter Value[Library Layout]	Parameter Value[Stranded]	Parameter Value[Library QA Instrument]	Protocol REF	Parameter Value[Sequencing Instrument]	Parameter Value[Base Caller]	Parameter Value[Read Length]	Unit	Term Source REF	Term Accession Number	Assay Name	Raw Data File	Protocol REF	Parameter Value[Human Reads Removed]	Unit	Term Source REF	Term Accession Number	Parameter Value[Read Depth]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[MultiQC File Names]
C001_Swab_L-3_UMB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_UMB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_UMB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	22.99	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	26275105	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C001_Swab_L-44_UMB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C001_L-44_UMB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C001_L-44_UMB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	1.62	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	35055695	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C001_Swab_L-92_UMB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C001_L-92_UMB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C001_L-92_UMB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	1.42	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	23905871	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C001_Swab_R+1_UMB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C001_R+1_UMB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C001_R+1_UMB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	22.79	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	17056395	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C001_Swab_R+45_UMB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C001_R+45_UMB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C001_R+45_UMB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	1.31	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	32287161	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C001_Swab_R+82_UMB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C001_R+82_UMB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C001_R+82_UMB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	3.17	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	29721801	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C002_Swab_FD2_UMB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C002_FD2_UMB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C002_FD2_UMB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	14.42	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	25531968	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C002_Swab_FD3_UMB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_UMB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_UMB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	6.62	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	30386926	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C002_Swab_L-3_UMB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C002_L-3_UMB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C002_L-3_UMB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	29.39	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	21851631	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C002_Swab_L-44_UMB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C002_L-44_UMB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C002_L-44_UMB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	12.56	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	17871366	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C002_Swab_L-92_UMB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C002_L-92_UMB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C002_L-92_UMB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	1.85	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	35008374	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C002_Swab_R+1_UMB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C002_R+1_UMB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C002_R+1_UMB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	1.84	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	34063745	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C002_Swab_R+45_UMB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C002_R+45_UMB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C002_R+45_UMB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	1.39	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	32514457	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C002_Swab_R+82_UMB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C002_R+82_UMB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C002_R+82_UMB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	6.87	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	29638666	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C003_Swab_FD2_UMB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C003_FD2_UMB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C003_FD2_UMB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	3.7	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	27423642	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C003_Swab_FD3_UMB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C003_FD3_UMB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C003_FD3_UMB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	4.24	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	33649223	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C003_Swab_L-3_UMB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_UMB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_UMB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	2.49	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	30271729	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C003_Swab_L-44_UMB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C003_L-44_UMB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C003_L-44_UMB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	3.72	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	35756592	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C003_Swab_L-92_UMB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C003_L-92_UMB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C003_L-92_UMB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	0.84	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	39726394	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C003_Swab_R+1_UMB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C003_R+1_UMB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C003_R+1_UMB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	1.12	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	29726766	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C003_Swab_R+45_UMB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C003_R+45_UMB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C003_R+45_UMB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	1.43	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	32793374	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C003_Swab_R+82_UMB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C003_R+82_UMB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C003_R+82_UMB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	1.47	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	33629958	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C004_Swab_FD2_UMB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C004_FD2_UMB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C004_FD2_UMB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	40.99	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	15794640	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C004_Swab_FD3_UMB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C004_FD3_UMB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C004_FD3_UMB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	25.28	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	23130360	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C004_Swab_L-3_UMB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_UMB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_UMB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	14.71	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	26471287	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C004_Swab_L-44_UMB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C004_L-44_UMB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C004_L-44_UMB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	26.33	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	19234067	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C004_Swab_L-92_UMB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C004_L-92_UMB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C004_L-92_UMB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	34.51	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	17332424	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C004_Swab_R+1_UMB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C004_R+1_UMB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C004_R+1_UMB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	7.07	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	26426678	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
